id	difficulty	title	tags
2086	Medium	Minimum Number of Food Buckets to Feed the Hamsters	Greedy,String,Dynamic Programming
2087	Medium	Minimum Cost Homecoming of a Robot in a Grid	Greedy,Array
2088	Hard	Count Fertile Pyramids in a Land	Array,Dynamic Programming,Matrix
2089	Easy	Find Target Indices After Sorting Array	Array,Binary Search,Sorting
2090	Medium	K Radius Subarray Averages	Array,Sliding Window
2091	Medium	Removing Minimum and Maximum From Array	Greedy,Array
2092	Hard	Find All People With Secret	Depth-First Search,Breadth-First Search,Union Find,Graph,Sorting
2093	Medium	Minimum Cost to Reach City With Discounts	Graph,Shortest Path,Heap (Priority Queue)
2094	Easy	Finding 3-Digit Even Numbers	Recursion,Array,Hash Table,Enumeration,Sorting
2095	Medium	Delete the Middle Node of a Linked List	Linked List,Two Pointers
2096	Medium	Step-By-Step Directions From a Binary Tree Node to Another	Tree,Depth-First Search,String,Binary Tree
2097	Hard	Valid Arrangement of Pairs	Depth-First Search,Graph,Array,Eulerian Circuit
2098	Medium	Subsequence of Size K With the Largest Even Sum	Greedy,Array,Sorting
2099	Easy	Find Subsequence of Length K With the Largest Sum	Array,Hash Table,Sorting,Heap (Priority Queue)
2100	Medium	Find Good Days to Rob the Bank	Array,Dynamic Programming,Prefix Sum
2101	Medium	Detonate the Maximum Bombs	Depth-First Search,Breadth-First Search,Graph,Geometry,Array,Math
2102	Hard	Sequentially Ordinal Rank Tracker	Design,Data Stream,Ordered Set,Heap (Priority Queue)
2103	Easy	Rings and Rods	Hash Table,String
2104	Medium	Sum of Subarray Ranges	Stack,Array,Monotonic Stack
2105	Medium	Watering Plants II	Array,Two Pointers,Simulation
2106	Hard	Maximum Fruits Harvested After at Most K Steps	Array,Binary Search,Prefix Sum,Sliding Window
2107	Medium	Number of Unique Flavors After Sharing K Candies	Array,Hash Table,Sliding Window
2108	Easy	Find First Palindromic String in the Array	Array,Two Pointers,String
2109	Medium	Adding Spaces to a String	Array,Two Pointers,String,Simulation
2110	Medium	Number of Smooth Descent Periods of a Stock	Array,Math,Two Pointers,Dynamic Programming,Sliding Window
2111	Hard	Minimum Operations to Make the Array K-Increasing	Array,Binary Search
2112	Medium	The Airport With the Most Traffic	Database
2113	Medium	Elements in Array After Removing and Replacing Elements	Array
2114	Easy	Maximum Number of Words Found in Sentences	Array,String
2115	Medium	Find All Possible Recipes from Given Supplies	Graph,Topological Sort,Array,Hash Table,String
2116	Medium	Check if a Parentheses String Can Be Valid	Stack,Greedy,String
2117	Hard	Abbreviating the Product of a Range	Math,Number Theory
2118	Hard	Build the Equation	Database
2119	Easy	A Number After a Double Reversal	Math
2120	Medium	Execution of All Suffix Instructions Staying in a Grid	String,Simulation
2121	Medium	Intervals Between Identical Elements	Array,Hash Table,Prefix Sum
2122	Hard	Recover the Original Array	Array,Hash Table,Two Pointers,Enumeration,Sorting
2123	Hard	Minimum Operations to Remove Adjacent Ones in Matrix	Depth-First Search,Graph,Array,Matrix
2124	Easy	Check if All A's Appears Before All B's	String
2125	Medium	Number of Laser Beams in a Bank	Array,Math,String,Matrix
2126	Medium	Destroying Asteroids	Greedy,Array,Sorting
2127	Hard	Maximum Employees to Be Invited to a Meeting	Depth-First Search,Graph,Topological Sort,Array,Dynamic Programming
2128	Medium	Remove All Ones With Row and Column Flips	Bit Manipulation,Array,Math,Matrix
2129	Easy	Capitalize the Title	String
2130	Medium	Maximum Twin Sum of a Linked List	Stack,Linked List,Two Pointers
2131	Medium	Longest Palindrome by Concatenating Two Letter Words	Greedy,Array,Hash Table,String,Counting
2132	Hard	Stamping the Grid	Greedy,Array,Matrix,Prefix Sum
2133	Easy	Check if Every Row and Column Contains All Numbers	Array,Hash Table,Matrix
2134	Medium	Minimum Swaps to Group All 1's Together II	Array,Sliding Window
2135	Medium	Count Words Obtained After Adding a Letter	Bit Manipulation,Array,Hash Table,String,Sorting
2136	Hard	Earliest Possible Day of Full Bloom	Greedy,Array,Sorting
2137	Medium	Pour Water Between Buckets to Make Water Levels Equal	Array,Binary Search
2138	Easy	Divide a String Into Groups of Size k	String,Simulation
2139	Medium	Minimum Moves to Reach Target Score	Greedy,Math
2140	Medium	Solving Questions With Brainpower	Array,Dynamic Programming
2141	Hard	Maximum Running Time of N Computers	Greedy,Array,Binary Search,Sorting
2142	Medium	The Number of Passengers in Each Bus I	Database
2143	Hard	Choose Numbers From Two Arrays in Range	Array,Dynamic Programming
2144	Easy	Minimum Cost of Buying Candies With Discount	Greedy,Array,Sorting
2145	Medium	Count the Hidden Sequences	Array,Prefix Sum
2146	Medium	K Highest Ranked Items Within a Price Range	Breadth-First Search,Array,Matrix,Sorting,Heap (Priority Queue)
2147	Hard	Number of Ways to Divide a Long Corridor	Math,String,Dynamic Programming
2148	Easy	Count Elements With Strictly Smaller and Greater Elements	Array,Counting,Sorting
2149	Medium	Rearrange Array Elements by Sign	Array,Two Pointers,Simulation
2150	Medium	Find All Lonely Numbers in the Array	Array,Hash Table,Counting
2151	Hard	Maximum Good People Based on Statements	Bit Manipulation,Array,Backtracking,Enumeration
2152	Medium	Minimum Number of Lines to Cover Points	Bit Manipulation,Geometry,Array,Hash Table,Math,Dynamic Programming,Backtracking,Bitmask
2153	Hard	The Number of Passengers in Each Bus II	Database
2154	Easy	Keep Multiplying Found Values by Two	Array,Hash Table,Sorting,Simulation
2155	Medium	All Divisions With the Highest Score of a Binary Array	Array
2156	Hard	Find Substring With Given Hash Value	String,Sliding Window,Hash Function,Rolling Hash
2157	Hard	Groups of Strings	Bit Manipulation,Union Find,Array,Hash Table,String
2158	Hard	Amount of New Area Painted Each Day	Segment Tree,Array,Ordered Set
2159	Medium	Order Two Columns Independently	Database
2160	Easy	Minimum Sum of Four Digit Number After Splitting Digits	Greedy,Math,Sorting
2161	Medium	Partition Array According to Given Pivot	Array,Two Pointers,Simulation
2162	Medium	Minimum Cost to Set Cooking Time	Math,Enumeration
2163	Hard	Minimum Difference in Sums After Removal of Elements	Array,Dynamic Programming,Heap (Priority Queue)
2164	Easy	Sort Even and Odd Indices Independently	Array,Sorting
2165	Medium	Smallest Value of the Rearranged Number	Math,Sorting
2166	Medium	Design Bitset	Design,Array,Hash Table,String
2167	Hard	Minimum Time to Remove All Cars Containing Illegal Goods	String,Dynamic Programming
2168	Medium	Unique Substrings With Equal Digit Frequency	Hash Table,String,Counting,Hash Function,Rolling Hash
2169	Easy	Count Operations to Obtain Zero	Math,Simulation
2170	Medium	Minimum Operations to Make the Array Alternating	Greedy,Array,Hash Table,Counting
2171	Medium	Removing Minimum Number of Magic Beans	Greedy,Array,Enumeration,Prefix Sum,Sorting
2172	Hard	Maximum AND Sum of Array	Bit Manipulation,Array,Dynamic Programming,Bitmask
2173	Hard	Longest Winning Streak	Database
2174	Medium	Remove All Ones With Row and Column Flips II	Bit Manipulation,Breadth-First Search,Array,Matrix
2175	Medium	The Change in Global Rankings	Database
2176	Easy	Count Equal and Divisible Pairs in an Array	Array
2177	Medium	Find Three Consecutive Integers That Sum to a Given Number	Math,Simulation
2178	Medium	Maximum Split of Positive Even Integers	Greedy,Math,Backtracking
2179	Hard	Count Good Triplets in an Array	Binary Indexed Tree,Segment Tree,Array,Binary Search,Divide and Conquer,Ordered Set,Merge Sort
2180	Easy	Count Integers With Even Digit Sum	Math,Simulation
2181	Medium	Merge Nodes in Between Zeros	Linked List,Simulation
2182	Medium	Construct String With Repeat Limit	Greedy,Hash Table,String,Counting,Heap (Priority Queue)
2183	Hard	Count Array Pairs Divisible by K	Array,Hash Table,Math,Counting,Number Theory
2184	Medium	Number of Ways to Build Sturdy Brick Wall	Bit Manipulation,Array,Dynamic Programming,Bitmask
2185	Easy	Counting Words With a Given Prefix	Array,String,String Matching
2186	Medium	Minimum Number of Steps to Make Two Strings Anagram II	Hash Table,String,Counting
2187	Medium	Minimum Time to Complete Trips	Array,Binary Search
2188	Hard	Minimum Time to Finish the Race	Array,Dynamic Programming
2189	Medium	Number of Ways to Build House of Cards	Math,Dynamic Programming
2190	Easy	Most Frequent Number Following Key In an Array	Array,Hash Table,Counting
2191	Medium	Sort the Jumbled Numbers	Array,Sorting
2192	Medium	All Ancestors of a Node in a Directed Acyclic Graph	Depth-First Search,Breadth-First Search,Graph,Topological Sort
2193	Hard	Minimum Number of Moves to Make Palindrome	Greedy,Binary Indexed Tree,Two Pointers,String
2194	Easy	Cells in a Range on an Excel Sheet	String
2195	Medium	Append K Integers With Minimal Sum	Greedy,Array,Math,Sorting
2196	Medium	Create Binary Tree From Descriptions	Tree,Array,Hash Table,Binary Tree
2197	Hard	Replace Non-Coprime Numbers in Array	Stack,Array,Math,Number Theory
2198	Medium	Number of Single Divisor Triplets	Array,Counting,Enumeration
2199	Hard	Finding the Topic of Each Post	Database
2200	Easy	Find All K-Distant Indices in an Array	Array,Two Pointers
2201	Medium	Count Artifacts That Can Be Extracted	Array,Hash Table,Simulation
2202	Medium	Maximize the Topmost Element After K Moves	Greedy,Array
2203	Hard	Minimum Weighted Subgraph With the Required Paths	Graph,Shortest Path,Heap (Priority Queue)
2204	Hard	Distance to a Cycle in Undirected Graph	Depth-First Search,Breadth-First Search,Graph,Topological Sort
2205	Easy	The Number of Users That Are Eligible for Discount	Database
2206	Easy	Divide Array Into Equal Pairs	Bit Manipulation,Array,Hash Table,Counting
2207	Medium	Maximize Number of Subsequences in a String	Greedy,String,Prefix Sum
2208	Medium	Minimum Operations to Halve Array Sum	Greedy,Array,Heap (Priority Queue)
2209	Hard	Minimum White Tiles After Covering With Carpets	String,Dynamic Programming,Prefix Sum
2210	Easy	Count Hills and Valleys in an Array	Array
2211	Medium	Count Collisions on a Road	Stack,String,Simulation
2212	Medium	Maximum Points in an Archery Competition	Bit Manipulation,Array,Backtracking,Enumeration
2213	Hard	Longest Substring of One Repeating Character	Segment Tree,Array,String,Ordered Set
2214	Medium	Minimum Health to Beat Game	Greedy,Array
2215	Easy	Find the Difference of Two Arrays	Array,Hash Table
2216	Medium	Minimum Deletions to Make Array Beautiful	Stack,Greedy,Array
2217	Medium	Find Palindrome With Fixed Length	Array,Math
2218	Hard	Maximum Value of K Coins From Piles	Array,Dynamic Programming,Prefix Sum
2219	Medium	Maximum Sum Score of Array	Array,Prefix Sum
2220	Easy	Minimum Bit Flips to Convert Number	Bit Manipulation
2221	Medium	Find Triangular Sum of an Array	Array,Math,Combinatorics,Number Theory,Simulation
2222	Medium	Number of Ways to Select Buildings	String,Dynamic Programming,Prefix Sum
2223	Hard	Sum of Scores of Built Strings	String,Binary Search,String Matching,Suffix Array,Hash Function,Rolling Hash
2224	Easy	Minimum Number of Operations to Convert Time	Greedy,String
2225	Medium	Find Players With Zero or One Losses	Array,Hash Table,Counting,Sorting
2226	Medium	Maximum Candies Allocated to K Children	Array,Binary Search
2227	Hard	Encrypt and Decrypt Strings	Design,Trie,Array,Hash Table,String
2228	Medium	Users With Two Purchases Within Seven Days	Database
2229	Easy	Check if an Array Is Consecutive	Array,Hash Table,Sorting
2230	Easy	The Users That Are Eligible for Discount	Database
2231	Easy	Largest Number After Digit Swaps by Parity	Sorting,Heap (Priority Queue)
2232	Medium	Minimize Result by Adding Parentheses to Expression	String,Enumeration
2233	Medium	Maximum Product After K Increments	Greedy,Array,Heap (Priority Queue)
2234	Hard	Maximum Total Beauty of the Gardens	Greedy,Array,Two Pointers,Binary Search,Enumeration,Prefix Sum,Sorting
2235	Easy	Add Two Integers	Math
2236	Easy	Root Equals Sum of Children	Tree,Binary Tree
2237	Medium	Count Positions on Street With Required Brightness	Array,Prefix Sum
2238	Medium	Number of Times a Driver Was a Passenger	Database
2239	Easy	Find Closest Number to Zero	Array
2240	Medium	Number of Ways to Buy Pens and Pencils	Math,Enumeration
2241	Medium	Design an ATM Machine	Greedy,Design,Array
2242	Hard	Maximum Score of a Node Sequence	Graph,Array,Enumeration,Sorting
2243	Easy	Calculate Digit Sum of a String	String,Simulation
2244	Medium	Minimum Rounds to Complete All Tasks	Greedy,Array,Hash Table,Counting
2245	Medium	Maximum Trailing Zeros in a Cornered Path	Array,Matrix,Prefix Sum
2246	Hard	Longest Path With Different Adjacent Characters	Tree,Depth-First Search,Graph,Topological Sort,Array,String
2247	Hard	Maximum Cost of Trip With K Highways	Bit Manipulation,Graph,Dynamic Programming,Bitmask
2248	Easy	Intersection of Multiple Arrays	Array,Hash Table,Counting,Sorting
2249	Medium	Count Lattice Points Inside a Circle	Geometry,Array,Hash Table,Math,Enumeration
2250	Medium	Count Number of Rectangles Containing Each Point	Binary Indexed Tree,Array,Hash Table,Binary Search,Sorting
2251	Hard	Number of Flowers in Full Bloom	Array,Hash Table,Binary Search,Ordered Set,Prefix Sum,Sorting
2252	Hard	Dynamic Pivoting of a Table	Database
2253	Hard	Dynamic Unpivoting of a Table	Database
2254	Hard	Design Video Sharing Platform	Design,Hash Table,Heap (Priority Queue)
2255	Easy	Count Prefixes of a Given String	Array,String
2256	Medium	Minimum Average Difference	Array,Prefix Sum
2257	Medium	Count Unguarded Cells in the Grid	Array,Matrix,Simulation
2258	Hard	Escape the Spreading Fire	Breadth-First Search,Array,Binary Search,Matrix
2259	Easy	Remove Digit From Number to Maximize Result	Greedy,String,Enumeration
2260	Medium	Minimum Consecutive Cards to Pick Up	Array,Hash Table,Sliding Window
2261	Medium	K Divisible Elements Subarrays	Trie,Array,Hash Table,Enumeration,Hash Function,Rolling Hash
2262	Hard	Total Appeal of A String	Hash Table,String,Dynamic Programming
2263	Hard	Make Array Non-decreasing or Non-increasing	Greedy,Array,Dynamic Programming,Heap (Priority Queue)
2264	Easy	Largest 3-Same-Digit Number in String	String
2265	Medium	Count Nodes Equal to Average of Subtree	Tree,Depth-First Search,Binary Tree
2266	Medium	Count Number of Texts	Hash Table,Math,String,Dynamic Programming
2267	Hard	Check if There Is a Valid Parentheses String Path	Array,Dynamic Programming,Matrix
2268	Medium	Minimum Number of Keypresses	Greedy,Hash Table,String,Counting,Sorting
2269	Easy	Find the K-Beauty of a Number	Math,String,Sliding Window
2270	Medium	Number of Ways to Split Array	Array,Prefix Sum
2271	Medium	Maximum White Tiles Covered by a Carpet	Greedy,Array,Binary Search,Prefix Sum,Sorting,Sliding Window
2272	Hard	Substring With Largest Variance	Hash Table,String,Dynamic Programming,Enumeration
2273	Easy	Find Resultant Array After Removing Anagrams	Array,Hash Table,String,Sorting
2274	Medium	Maximum Consecutive Floors Without Special Floors	Array,Sorting
2275	Medium	Largest Combination With Bitwise AND Greater Than Zero	Bit Manipulation,Array,Hash Table,Counting
2276	Hard	Count Integers in Intervals	Design,Segment Tree,Ordered Set
2277	Hard	Closest Node to Path in Tree	Tree,Depth-First Search,Breadth-First Search,Array
2278	Easy	Percentage of Letter in String	String
2279	Medium	Maximum Bags With Full Capacity of Rocks	Greedy,Array,Sorting
2280	Medium	Minimum Lines to Represent a Line Chart	Geometry,Array,Math,Number Theory,Sorting
2281	Hard	Sum of Total Strength of Wizards	Stack,Array,Prefix Sum,Monotonic Stack
2282	Medium	Number of People That Can Be Seen in a Grid	Stack,Array,Matrix,Monotonic Stack
2283	Easy	Check if Number Has Equal Digit Count and Digit Value	Hash Table,String,Counting
2284	Medium	Sender With Largest Word Count	Array,Hash Table,String,Counting
2285	Medium	Maximum Total Importance of Roads	Greedy,Graph,Sorting,Heap (Priority Queue)
2286	Hard	Booking Concert Tickets in Groups	Design,Binary Indexed Tree,Segment Tree,Binary Search
2287	Easy	Rearrange Characters to Make Target String	Hash Table,String,Counting
2288	Medium	Apply Discount to Prices	String
2289	Medium	Steps to Make Array Non-decreasing	Stack,Array,Linked List,Dynamic Programming,Monotonic Stack,Simulation
2290	Hard	Minimum Obstacle Removal to Reach Corner	Breadth-First Search,Graph,Array,Matrix,Shortest Path,Heap (Priority Queue)
2291	Medium	Maximum Profit From Trading Stocks	Array,Dynamic Programming
2292	Medium	Products With Three or More Orders in Two Consecutive Years	Database
2293	Easy	Min Max Game	Array,Simulation
2294	Medium	Partition Array Such That Maximum Difference Is K	Greedy,Array,Sorting
2295	Medium	Replace Elements in an Array	Array,Hash Table,Simulation
2296	Hard	Design a Text Editor	Stack,Design,Linked List,String,Doubly-Linked List,Simulation
2297	Medium	Jump Game VIII	Stack,Graph,Array,Dynamic Programming,Shortest Path,Monotonic Stack
2298	Medium	Tasks Count in the Weekend	Database
2299	Easy	Strong Password Checker II	String
2300	Medium	Successful Pairs of Spells and Potions	Array,Two Pointers,Binary Search,Sorting
2301	Hard	Match Substring After Replacement	Array,Hash Table,String,String Matching
2302	Hard	Count Subarrays With Score Less Than K	Array,Binary Search,Prefix Sum,Sliding Window
2303	Easy	Calculate Amount Paid in Taxes	Array,Simulation
2304	Medium	Minimum Path Cost in a Grid	Array,Dynamic Programming,Matrix
2305	Medium	Fair Distribution of Cookies	Bit Manipulation,Array,Dynamic Programming,Backtracking,Bitmask
2306	Hard	Naming a Company	Bit Manipulation,Array,Hash Table,String,Enumeration
2307	Hard	Check for Contradictions in Equations	Depth-First Search,Union Find,Graph,Array,String
2308	Medium	Arrange Table by Gender	Database
2309	Easy	Greatest English Letter in Upper and Lower Case	Hash Table,String,Enumeration
2310	Medium	Sum of Numbers With Units Digit K	Greedy,Math,Dynamic Programming,Enumeration
2311	Medium	Longest Binary Subsequence Less Than or Equal to K	Greedy,Memoization,String,Dynamic Programming
2312	Hard	Selling Pieces of Wood	Memoization,Array,Dynamic Programming
2313	Hard	Minimum Flips in Binary Tree to Get Result	Tree,Depth-First Search,Dynamic Programming,Binary Tree
2314	Medium	The First Day of the Maximum Recorded Degree in Each City	Database
2315	Easy	Count Asterisks	String
2316	Medium	Count Unreachable Pairs of Nodes in an Undirected Graph	Depth-First Search,Breadth-First Search,Union Find,Graph
2317	Medium	Maximum XOR After Operations	Bit Manipulation,Array,Math
2318	Hard	Number of Distinct Roll Sequences	Memoization,Dynamic Programming
2319	Easy	Check if Matrix Is X-Matrix	Array,Matrix
2320	Medium	Count Number of Ways to Place Houses	Dynamic Programming
2321	Hard	Maximum Score Of Spliced Array	Array,Dynamic Programming
2322	Hard	Minimum Score After Removals on a Tree	Bit Manipulation,Tree,Depth-First Search,Array
2323	Medium	Find Minimum Time to Finish All Jobs II	Greedy,Array,Sorting
2324	Medium	Product Sales Analysis IV	Database
2325	Easy	Decode the Message	Hash Table,String
2326	Medium	Spiral Matrix IV	Array,Linked List,Matrix,Simulation
2327	Medium	Number of People Aware of a Secret	Queue,Dynamic Programming,Simulation
2328	Hard	Number of Increasing Paths in a Grid	Depth-First Search,Breadth-First Search,Graph,Topological Sort,Memoization,Array,Dynamic Programming,Matrix
2329	Easy	Product Sales Analysis V	Database
2330	Medium	Valid Palindrome IV	Two Pointers,String
2331	Easy	Evaluate Boolean Binary Tree	Tree,Depth-First Search,Binary Tree
2332	Medium	The Latest Time to Catch a Bus	Array,Two Pointers,Binary Search,Sorting
2333	Medium	Minimum Sum of Squared Difference	Greedy,Array,Binary Search,Sorting,Heap (Priority Queue)
2334	Hard	Subarray With Elements Greater Than Varying Threshold	Stack,Union Find,Array,Monotonic Stack
2335	Easy	Minimum Amount of Time to Fill Cups	Greedy,Array,Sorting,Heap (Priority Queue)
2336	Medium	Smallest Number in Infinite Set	Design,Hash Table,Ordered Set,Heap (Priority Queue)
2337	Medium	Move Pieces to Obtain a String	Two Pointers,String
2338	Hard	Count the Number of Ideal Arrays	Math,Dynamic Programming,Combinatorics,Number Theory
2339	Easy	All the Matches of the League	Database
2340	Medium	Minimum Adjacent Swaps to Make a Valid Array	Greedy,Array
2341	Easy	Maximum Number of Pairs in Array	Array,Hash Table,Counting
2342	Medium	Max Sum of a Pair With Equal Sum of Digits	Array,Hash Table,Sorting,Heap (Priority Queue)
2343	Medium	Query Kth Smallest Trimmed Number	Array,String,Divide and Conquer,Quickselect,Radix Sort,Sorting,Heap (Priority Queue)
2344	Hard	Minimum Deletions to Make Array Divisible	Array,Math,Number Theory,Sorting,Heap (Priority Queue)
2345	Medium	Finding the Number of Visible Mountains	Stack,Array,Sorting,Monotonic Stack
2346	Medium	Compute the Rank as a Percentage	Database
2347	Easy	Best Poker Hand	Array,Hash Table,Counting
2348	Medium	Number of Zero-Filled Subarrays	Array,Math
2349	Medium	Design a Number Container System	Design,Hash Table,Ordered Set,Heap (Priority Queue)
2350	Hard	Shortest Impossible Sequence of Rolls	Greedy,Array,Hash Table
2351	Easy	First Letter to Appear Twice	Bit Manipulation,Hash Table,String,Counting
2352	Medium	Equal Row and Column Pairs	Array,Hash Table,Matrix,Simulation
2353	Medium	Design a Food Rating System	Design,Array,Hash Table,String,Ordered Set,Heap (Priority Queue)
2354	Hard	Number of Excellent Pairs	Bit Manipulation,Array,Hash Table,Binary Search
2355	Hard	Maximum Number of Books You Can Take	Stack,Array,Dynamic Programming,Monotonic Stack
2356	Easy	Number of Unique Subjects Taught by Each Teacher	Database
2357	Easy	Make Array Zero by Subtracting Equal Amounts	Greedy,Array,Hash Table,Sorting,Simulation,Heap (Priority Queue)
2358	Medium	Maximum Number of Groups Entering a Competition	Greedy,Array,Math,Binary Search
2359	Medium	Find Closest Node to Given Two Nodes	Depth-First Search,Graph
2360	Hard	Longest Cycle in a Graph	Depth-First Search,Breadth-First Search,Graph,Topological Sort
2361	Hard	Minimum Costs Using the Train Line	Array,Dynamic Programming
2362	Hard	Generate the Invoice	Database
2363	Easy	Merge Similar Items	Array,Hash Table,Ordered Set,Sorting
2364	Medium	Count Number of Bad Pairs	Array,Hash Table,Math,Counting
2365	Medium	Task Scheduler II	Array,Hash Table,Simulation
2366	Hard	Minimum Replacements to Sort the Array	Greedy,Array,Math
2367	Easy	Number of Arithmetic Triplets	Array,Hash Table,Two Pointers,Enumeration
2368	Medium	Reachable Nodes With Restrictions	Tree,Depth-First Search,Breadth-First Search,Union Find,Graph,Array,Hash Table
2369	Medium	Check if There is a Valid Partition For The Array	Array,Dynamic Programming
2370	Medium	Longest Ideal Subsequence	Hash Table,String,Dynamic Programming
2371	Hard	Minimize Maximum Value in a Grid	Union Find,Graph,Topological Sort,Array,Matrix,Sorting
2372	Medium	Calculate the Influence of Each Salesperson	Database
2373	Easy	Largest Local Values in a Matrix	Array,Matrix
2374	Medium	Node With Highest Edge Score	Graph,Hash Table
2375	Medium	Construct Smallest Number From DI String	Stack,Greedy,String,Backtracking
2376	Hard	Count Special Integers	Math,Dynamic Programming
2377	Easy	Sort the Olympic Table	Database
2378	Medium	Choose Edges to Maximize Score in a Tree	Tree,Depth-First Search,Dynamic Programming
2379	Easy	Minimum Recolors to Get K Consecutive Black Blocks	String,Sliding Window
2380	Medium	Time Needed to Rearrange a Binary String	String,Dynamic Programming,Simulation
2381	Medium	Shifting Letters II	Array,String,Prefix Sum
2382	Hard	Maximum Segment Sum After Removals	Union Find,Array,Ordered Set,Prefix Sum
2383	Easy	Minimum Hours of Training to Win a Competition	Greedy,Array
2384	Medium	Largest Palindromic Number	Greedy,Hash Table,String,Counting
2385	Medium	Amount of Time for Binary Tree to Be Infected	Tree,Depth-First Search,Breadth-First Search,Hash Table,Binary Tree
2386	Hard	Find the K-Sum of an Array	Array,Sorting,Heap (Priority Queue)
2387	Medium	Median of a Row Wise Sorted Matrix	Array,Binary Search,Matrix
2388	Medium	Change Null Values in a Table to the Previous Value	Database
2389	Easy	Longest Subsequence With Limited Sum	Greedy,Array,Binary Search,Prefix Sum,Sorting
2390	Medium	Removing Stars From a String	Stack,String,Simulation
2391	Medium	Minimum Amount of Time to Collect Garbage	Array,String,Prefix Sum
2392	Hard	Build a Matrix With Conditions	Graph,Topological Sort,Array,Matrix
2393	Medium	Count Strictly Increasing Subarrays	Array,Math,Dynamic Programming
2394	Medium	Employees With Deductions	Database
2395	Easy	Find Subarrays With Equal Sum	Array,Hash Table
2396	Medium	Strictly Palindromic Number	Brainteaser,Math,Two Pointers
2397	Medium	Maximum Rows Covered by Columns	Bit Manipulation,Array,Backtracking,Enumeration,Matrix
2398	Hard	Maximum Number of Robots Within Budget	Queue,Array,Binary Search,Prefix Sum,Sliding Window,Monotonic Queue,Heap (Priority Queue)
2399	Easy	Check Distances Between Same Letters	Array,Hash Table,String
2400	Medium	Number of Ways to Reach a Position After Exactly k Steps	Math,Dynamic Programming,Combinatorics
2401	Medium	Longest Nice Subarray	Bit Manipulation,Array,Sliding Window
2402	Hard	Meeting Rooms III	Array,Hash Table,Sorting,Simulation,Heap (Priority Queue)
2403	Hard	Minimum Time to Kill All Monsters	Bit Manipulation,Array,Dynamic Programming,Bitmask
2404	Easy	Most Frequent Even Element	Array,Hash Table,Counting
2405	Medium	Optimal Partition of String	Greedy,Hash Table,String
2406	Medium	Divide Intervals Into Minimum Number of Groups	Greedy,Array,Two Pointers,Prefix Sum,Sorting,Heap (Priority Queue)
2407	Hard	Longest Increasing Subsequence II	Binary Indexed Tree,Segment Tree,Queue,Array,Divide and Conquer,Dynamic Programming,Monotonic Queue
2408	Medium	Design SQL	Design,Array,Hash Table,String
2409	Easy	Count Days Spent Together	Math,String
2410	Medium	Maximum Matching of Players With Trainers	Greedy,Array,Two Pointers,Sorting
2411	Medium	Smallest Subarrays With Maximum Bitwise OR	Bit Manipulation,Array,Binary Search,Sliding Window
2412	Hard	Minimum Money Required Before Transactions	Greedy,Array,Sorting
2413	Easy	Smallest Even Multiple	Math,Number Theory
2414	Medium	Length of the Longest Alphabetical Continuous Substring	String
2415	Medium	Reverse Odd Levels of Binary Tree	Tree,Depth-First Search,Breadth-First Search,Binary Tree
2416	Hard	Sum of Prefix Scores of Strings	Trie,Array,String,Counting
2417	Medium	Closest Fair Integer	Math,Enumeration
2418	Easy	Sort the People	Array,Hash Table,String,Sorting
2419	Medium	Longest Subarray With Maximum Bitwise AND	Bit Manipulation,Brainteaser,Array
2420	Medium	Find All Good Indices	Array,Dynamic Programming,Prefix Sum
2421	Hard	Number of Good Paths	Tree,Union Find,Graph,Array,Hash Table,Sorting
2422	Medium	Merge Operations to Turn Array Into a Palindrome	Greedy,Array,Two Pointers
2423	Easy	Remove Letter To Equalize Frequency	Hash Table,String,Counting
2424	Medium	Longest Uploaded Prefix	Union Find,Design,Binary Indexed Tree,Segment Tree,Hash Table,Binary Search,Ordered Set,Heap (Priority Queue)
2425	Medium	Bitwise XOR of All Pairings	Bit Manipulation,Brainteaser,Array
2426	Hard	Number of Pairs Satisfying Inequality	Binary Indexed Tree,Segment Tree,Array,Binary Search,Divide and Conquer,Ordered Set,Merge Sort
2427	Easy	Number of Common Factors	Math,Enumeration,Number Theory
2428	Medium	Maximum Sum of an Hourglass	Array,Matrix,Prefix Sum
2429	Medium	Minimize XOR	Greedy,Bit Manipulation
2430	Hard	Maximum Deletions on a String	String,Dynamic Programming,String Matching,Hash Function,Rolling Hash
2431	Medium	Maximize Total Tastiness of Purchased Fruits	Array,Dynamic Programming
2432	Easy	The Employee That Worked on the Longest Task	Array
2433	Medium	Find The Original Array of Prefix Xor	Bit Manipulation,Array
2434	Medium	Using a Robot to Print the Lexicographically Smallest String	Stack,Greedy,Hash Table,String
2435	Hard	Paths in Matrix Whose Sum Is Divisible by K	Array,Dynamic Programming,Matrix
2436	Medium	Minimum Split Into Subarrays With GCD Greater Than One	Greedy,Array,Math,Dynamic Programming,Number Theory
2437	Easy	Number of Valid Clock Times	String,Enumeration
2438	Medium	Range Product Queries of Powers	Bit Manipulation,Array,Prefix Sum
2439	Medium	Minimize Maximum of Array	Greedy,Array,Binary Search,Dynamic Programming,Prefix Sum
2440	Hard	Create Components With Same Value	Tree,Depth-First Search,Array,Math,Enumeration
2441	Easy	Largest Positive Integer That Exists With Its Negative	Array,Hash Table,Two Pointers,Sorting
2442	Medium	Count Number of Distinct Integers After Reverse Operations	Array,Hash Table,Math,Counting
2443	Medium	Sum of Number and Its Reverse	Math,Enumeration
