id	difficulty	title	tags
3711	Medium	Maximum Transactions Without Negative Balance	Greedy,Array,Heap (Priority Queue)
3712	Easy	Sum of Elements With Frequency Divisible by K	Array,Hash Table,Counting
3713	Medium	Longest Balanced Substring I	Hash Table,String,Counting,Enumeration
3714	Medium	Longest Balanced Substring II	Hash Table,String,Prefix Sum
3715	Hard	Sum of Perfect Square Ancestors	Tree,Depth-First Search,Array,Hash Table,Math,Counting,Number Theory
3716	Medium	Find Churn Risk Customers	
3717	Medium	Minimum Operations to Make the Array Beautiful	Array,Dynamic Programming
3718	Easy	Smallest Missing Multiple of K	Array,Hash Table
3719	Medium	Longest Balanced Subarray I	Segment Tree,Array,Hash Table,Divide and Conquer,Prefix Sum
3720	Medium	Lexicographically Smallest Permutation Greater Than Target	Greedy,Hash Table,String,Counting,Enumeration
3721	Hard	Longest Balanced Subarray II	Segment Tree,Array,Hash Table,Divide and Conquer,Prefix Sum
3722	Medium	Lexicographically Smallest String After Reverse	Two Pointers,Binary Search,Enumeration
3723	Medium	Maximize Sum of Squares of Digits	Greedy,Math
3724	Medium	Minimum Operations to Transform Array	Greedy,Array
3725	Hard	Count Ways to Choose Coprime Integers from Rows	Array,Math,Dynamic Programming,Combinatorics,Matrix,Number Theory
3726	Easy	Remove Zeros in Decimal Representation	Math,Simulation
3727	Medium	Maximum Alternating Sum of Squares	Greedy,Array,Sorting
3728	Medium	Stable Subarrays With Equal Boundary and Interior Sum	Array,Hash Table,Prefix Sum
3729	Hard	Count Distinct Subarrays Divisible by K in Sorted Array	Array,Hash Table,Prefix Sum
3730	Medium	Maximum Calories Burnt from Jumps	Greedy,Array,Two Pointers,Sorting
3731	Easy	Find Missing Elements	Array,Hash Table,Sorting
3732	Medium	Maximum Product of Three Elements After One Replacement	Greedy,Array,Math,Sorting
3733	Medium	Minimum Time to Complete All Deliveries	Math,Binary Search
3734	Hard	Lexicographically Smallest Palindromic Permutation Greater Than Target	Two Pointers,String,Enumeration
3735	Hard	Lexicographically Smallest String After Reverse II	String,Binary Search,Suffix Array,Hash Function,Rolling Hash
3736	Easy	Minimum Moves to Equal Array Elements III	Array,Math
3737	Medium	Count Subarrays With Majority Element I	Segment Tree,Array,Hash Table,Divide and Conquer,Counting,Prefix Sum,Merge Sort
3738	Medium	Longest Non-Decreasing Subarray After Replacing at Most One Element	Array,Dynamic Programming
3739	Hard	Count Subarrays With Majority Element II	Segment Tree,Array,Hash Table,Divide and Conquer,Prefix Sum,Merge Sort
3740	Easy	Minimum Distance Between Three Equal Elements I	Array,Hash Table
3741	Medium	Minimum Distance Between Three Equal Elements II	Array,Hash Table
3742	Medium	Maximum Path Score in a Grid	Array,Dynamic Programming,Matrix
3743	Hard	Maximize Cyclic Partition Score	Array,Dynamic Programming
3744	Medium	Find Kth Character in Expanded String	String
3745	Easy	Maximize Expression of Three Elements	Greedy,Array,Enumeration,Sorting
3746	Medium	Minimum String Length After Balanced Removals	Stack,String,Counting
3747	Medium	Count Distinct Integers After Removing Zeros	Math,Dynamic Programming
3748	Hard	Count Stable Subarrays	Array,Binary Search,Prefix Sum
3749	Hard	Evaluate Valid Expressions	Stack,Hash Table,Math,String,Divide and Conquer
3750	Easy	Minimum Number of Flips to Reverse Binary String	Bit Manipulation,Math,Two Pointers,String
3751	Medium	Total Waviness of Numbers in Range I	Math,Dynamic Programming,Enumeration
3752	Medium	Lexicographically Smallest Negated Permutation that Sums to Target	Greedy,Array,Math,Two Pointers,Sorting
3753	Hard	Total Waviness of Numbers in Range II	Math,Dynamic Programming
3754	Easy	Concatenate Non-Zero Digits and Multiply by Sum I	Math
3755	Medium	Find Maximum Balanced XOR Subarray Length	Bit Manipulation,Array,Hash Table,Prefix Sum
3756	Medium	Concatenate Non-Zero Digits and Multiply by Sum II	Math,String,Prefix Sum
3757	Hard	Number of Effective Subsequences	Bit Manipulation,Array,Math,Dynamic Programming,Combinatorics
3758	Medium	Convert Number Words to Digits	Trie,String
3759	Medium	Count Elements With at Least K Greater Values	Array,Binary Search,Divide and Conquer,Quickselect,Sorting
3760	Medium	Maximum Substrings With Distinct Start	Hash Table,String
3761	Medium	Minimum Absolute Distance Between Mirror Pairs	Array,Hash Table,Math
3762	Hard	Minimum Operations to Equalize Subarrays	Segment Tree,Array,Math,Binary Search,Sorting
3763	Medium	Maximum Total Sum with Threshold Constraints	Greedy,Array,Sorting,Heap (Priority Queue)
3764	Hard	Most Common Course Pairs	
3765	Medium	Complete Prime Number	Math,Enumeration,Number Theory
3766	Medium	Minimum Operations to Make Binary Palindrome	Bit Manipulation,Array,Two Pointers,Binary Search
3767	Medium	Maximize Points After Choosing K Tasks	Greedy,Array,Sorting,Heap (Priority Queue)
3768	Hard	Minimum Inversion Count in Subarrays of Fixed Length	Segment Tree,Array,Sliding Window
3769	Easy	Sort Integers by Binary Reflection	Array,Sorting
3770	Medium	Largest Prime from Consecutive Prime Sum	Array,Math,Number Theory
3771	Medium	Total Score of Dungeon Runs	Array,Binary Search,Prefix Sum
3772	Hard	Maximum Subgraph Score in a Tree	Tree,Depth-First Search,Array,Dynamic Programming
3773	Medium	Maximum Number of Equal Length Runs	Hash Table,String,Counting
3774	Easy	Absolute Difference Between Maximum and Minimum K Elements	Array,Sorting
3775	Medium	Reverse Words With Same Vowel Count	Two Pointers,String,Simulation
3776	Medium	Minimum Moves to Balance Circular Array	Greedy,Array,Sorting
3777	Hard	Minimum Deletions to Make Alternating Substring	Segment Tree,String
3778	Medium	Minimum Distance Excluding One Maximum Weighted Edge	
3779	Medium	Minimum Number of Operations to Have Distinct Elements	Array,Hash Table
3780	Medium	Maximum Sum of Three Numbers Divisible by Three	Greedy,Array,Sorting,Heap (Priority Queue)
3781	Medium	Maximum Score After Binary Swaps	Greedy,Array,String,Heap (Priority Queue)
3782	Hard	Last Remaining Integer After Alternating Deletion Operations	Recursion,Math
3783	Easy	Mirror Distance of an Integer	Math
3784	Medium	Minimum Deletion Cost to Make All Characters Equal	Array,Hash Table,String,Enumeration
3785	Hard	Minimum Swaps to Avoid Forbidden Values	Greedy,Array,Hash Table,Counting
3786	Hard	Total Sum of Interaction Cost in Tree Groups	Tree,Depth-First Search,Array
3787	Medium	Find Diameter Endpoints of a Tree	Tree,Breadth-First Search,Graph
3788	Medium	Maximum Score of a Split	Array,Prefix Sum
3789	Medium	Minimum Cost to Acquire Required Items	Greedy,Math
3790	Medium	Smallest All-Ones Multiple	Hash Table,Math
3791	Hard	Number of Balanced Integers in a Range	Dynamic Programming
3792	Medium	Sum of Increasing Product Blocks	Math,Simulation
3793	Easy	Find Users with High Token Usage	
3794	Easy	Reverse String Prefix	Two Pointers,String
3795	Medium	Minimum Subarray Length With Distinct Sum At Least K	Array,Hash Table,Sliding Window
3796	Medium	Find Maximum Value in a Constrained Sequence	Greedy,Array
3797	Hard	Count Routes to Climb a Rectangular Grid	Array,Dynamic Programming,Matrix,Prefix Sum
3798	Easy	Largest Even Number	String
3799	Medium	Word Squares II	Array,String,Backtracking,Enumeration,Sorting
3800	Medium	Minimum Cost to Make Two Binary Strings Equal	Greedy,String
3801	Hard	Minimum Cost to Merge Sorted Lists	Bit Manipulation,Array,Two Pointers,Binary Search,Dynamic Programming
3802	Hard	Number of Ways to Paint Sheets	
3803	Easy	Count Residue Prefixes	Hash Table,String
3804	Medium	Number of Centered Subarrays	Array,Hash Table,Enumeration
3805	Medium	Count Caesar Cipher Pairs	Array,Hash Table,Math,String,Counting
3806	Hard	Maximum Bitwise AND After Increment Operations	Greedy,Bit Manipulation,Array,Sorting
3807	Medium	Minimum Cost to Repair Edges to Traverse a Graph	Breadth-First Search,Graph,Binary Search
3808	Medium	Find Emotionally Consistent Users	
3809	Medium	Best Reachable Tower	Array
3810	Medium	Minimum Operations to Reach Target Array	Greedy,Array,Hash Table
3811	Medium	Number of Alternating XOR Partitions	Bit Manipulation,Array,Hash Table,Dynamic Programming
3812	Hard	Minimum Edge Toggles on a Tree	Tree,Depth-First Search,Graph,Topological Sort,Sorting
3813	Easy	Vowel-Consonant Score	String,Simulation
3814	Medium	Maximum Capacity Within Budget	Array,Two Pointers,Binary Search,Sorting
3815	Medium	Design Auction System	
3816	Hard	Lexicographically Smallest String After Deleting Duplicate Characters	Stack,Greedy,Hash Table,String,Monotonic Stack
3817	Medium	Good Indices in a Digit String	
3818	Medium	Minimum Prefix Removal to Make Array Strictly Increasing	Array
3819	Medium	Rotate Non Negative Elements	
3820	Medium	Pythagorean Distance Nodes in a Tree	Tree,Breadth-First Search
3821	Hard	Find Nth Smallest Integer With K One Bits	Bit Manipulation,Math,Combinatorics
3822	Medium	Design Order Management System	Design,Hash Table
3823	Easy	Reverse Letters Then Special Characters in a String	Two Pointers,String,Simulation
3824	Medium	Minimum K to Reduce Array Within Limit	Array,Binary Search
3825	Medium	Longest Strictly Increasing Subsequence With Non-Zero Bitwise AND	
3826	Hard	Minimum Partition Score	Queue,Array,Divide and Conquer,Dynamic Programming,Prefix Sum,Monotonic Queue
3827	Easy	Count Monobit Integers	Bit Manipulation,Enumeration
3828	Medium	Final Element After Subarray Deletions	Brainteaser,Array,Math,Game Theory
3829	Medium	Design Ride Sharing System	Design,Queue,Hash Table,Data Stream
3830	Hard	Longest Alternating Subarray After Removing At Most One Element	Array,Dynamic Programming,Enumeration
3831	Medium	Median of a Binary Search Tree Level	Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Binary Tree
3832	Hard	Find Users with Persistent Behavior Patterns	
3833	Easy	Count Dominant Indices	Array,Enumeration
3834	Medium	Merge Adjacent Equal Elements	Stack,Array,Simulation
3835	Medium	Count Subarrays With Cost Less Than or Equal to K	Queue,Array,Monotonic Queue
3836	Hard	Maximum Score Using Exactly K Pairs	Array,Dynamic Programming
3837	Medium	Delayed Count of Equal Elements	Array,Hash Table,Counting
3838	Easy	Weighted Word Mapping	Array,String,Simulation
3839	Medium	Number of Prefix Connected Groups	Array,Hash Table,String,Counting
3840	Medium	House Robber V	Array,Dynamic Programming
3841	Hard	Palindromic Path Queries in a Tree	Bit Manipulation,Tree,Depth-First Search,Segment Tree,Array,String,Divide and Conquer
3842	Easy	Toggle Light Bulbs	Array,Hash Table,Sorting,Simulation
3843	Medium	First Element with Unique Frequency	Array,Hash Table,Counting
3844	Medium	Longest Almost-Palindromic Substring	Two Pointers,String,Dynamic Programming
3845	Hard	Maximum Subarray XOR with Bounded Range	Bit Manipulation,Trie,Queue,Array,Prefix Sum,Sliding Window,Monotonic Queue
3846	Medium	Total Distance to Type a String Using One Finger	Hash Table,String
3847	Medium	Find the Score Difference in a Game	Array,Simulation
3848	Medium	Check Digitorial Permutation	Math,Counting
3849	Medium	Maximum Bitwise XOR After Rearrangement	Greedy,Bit Manipulation,String
3850	Hard	Count Sequences to K	Memoization,Array,Math,Dynamic Programming,Number Theory
3851	Medium	Maximum Requests Without Violating the Limit	Greedy,Array,Hash Table,Sorting,Sliding Window
3852	Easy	Smallest Pair With Different Frequencies	Array,Hash Table,Counting
3853	Medium	Merge Close Characters	Hash Table,String
3854	Medium	Minimum Operations to Make Array Parity Alternating	Greedy,Array
3855	Hard	Sum of K-Digit Numbers in a Range	Math,Divide and Conquer,Combinatorics,Number Theory
3856	Easy	Trim Trailing Vowels	String
3857	Medium	Minimum Cost to Split into Ones	Math,Dynamic Programming
3858	Medium	Minimum Bitwise OR From Grid	
3859	Hard	Count Subarrays With K Distinct Integers	Array,Hash Table,Counting,Sliding Window
3860	Medium	Unique Email Groups	Array,Hash Table,String
3861	Easy	Minimum Capacity Box	Array
3862	Medium	Find the Smallest Balanced Index	Array,Prefix Sum
3863	Medium	Minimum Operations to Sort a String	String
3864	Hard	Minimum Cost to Partition a Binary String	String,Divide and Conquer,Prefix Sum
3865	Medium	Reverse K Subarrays	Array,Two Pointers
3866	Easy	First Unique Even Element	Array,Hash Table,Counting
3867	Medium	Sum of GCD of Formed Pairs	Array,Math,Two Pointers,Number Theory,Sorting,Simulation
3868	Medium	Minimum Cost to Equalize Arrays Using Swaps	Greedy,Array,Hash Table,Counting
3869	Hard	Count Fancy Numbers in a Range	Math,Dynamic Programming
3870	Easy	Count Commas in Range	Math
3871	Medium	Count Commas in Range II	Math
3872	Medium	Longest Arithmetic Sequence After Changing At Most One Element	Array,Enumeration
3873	Hard	Maximum Points Activated with One Addition	Union Find,Array,Hash Table
3874	Medium	Valid Subarrays With Exactly One Peak	Array,Math
3875	Easy	Construct Uniform Parity Array I	Array,Math
3876	Medium	Construct Uniform Parity Array II	Array,Math
3877	Medium	Minimum Removals to Achieve Target XOR	Bit Manipulation,Array,Dynamic Programming
3878	Hard	Count Good Subarrays	Stack,Bit Manipulation,Array,Monotonic Stack
3879	Medium	Maximum Distinct Path Sum in a Binary Tree	Tree,Depth-First Search,Hash Table,Binary Tree
3880	Easy	Minimum Absolute Difference Between Two Values	Array,Enumeration
3881	Medium	Direction Assignments with Exactly K Visible People	Math,Combinatorics
3882	Medium	Minimum XOR Path in a Grid	Bit Manipulation,Array,Dynamic Programming,Matrix
3883	Hard	Count Non Decreasing Arrays With Given Digit Sums	Array,Dynamic Programming,Prefix Sum
3884	Easy	First Matching Character From Both Ends	Two Pointers,String
3885	Medium	Design Event Manager	Design,Array,Hash Table,Ordered Set,Heap (Priority Queue)
3886	Hard	Sum of Sortable Integers	Array,Math,Enumeration,Sorting
3887	Hard	Incremental Even-Weighted Cycle Queries	
3888	Hard	Minimum Operations to Make All Grid Elements Equal	Array,Math,Matrix,Prefix Sum
3889	Medium	Mirror Frequency Distance	Hash Table,String,Counting
3890	Medium	Integers With Multiple Sum of Two Cubes	Hash Table,Counting,Enumeration,Sorting
3891	Medium	Minimum Increase to Maximize Special Indices	Greedy,Array,Dynamic Programming,Prefix Sum
3892	Hard	Minimum Operations to Achieve At Least K Peaks	Array,Dynamic Programming
3893	Medium	Maximum Team Size with Overlapping Intervals	
3894	Easy	Traffic Signal Color	Math,String,Simulation
3895	Medium	Count Digit Appearances	Array,Math
3896	Medium	Minimum Operations to Transform Array into Alternating Prime	Array,Math,Two Pointers,Binary Search,Number Theory,Sorting
3897	Hard	Maximum Value of Concatenated Binary Segments	Greedy,Array,Sorting
3898	Easy	Find the Degree of Each Vertex	Graph,Array,Matrix
3899	Medium	Angles of a Triangle	Geometry,Array,Math
3900	Medium	Longest Balanced Substring After One Swap	Hash Table,String,Prefix Sum
3901	Hard	Good Subsequence Queries	Segment Tree,Array,Math,Number Theory
3902	Medium	Zigzag Level Sum of Binary Tree	Tree,Breadth-First Search,Binary Tree
3903	Easy	Smallest Stable Index I	Array,Prefix Sum
3904	Medium	Smallest Stable Index II	Array,Prefix Sum
3905	Medium	Multi Source Flood Fill	Breadth-First Search,Array,Matrix
3906	Hard	Count Good Integers on a Grid Path	Dynamic Programming
3907	Medium	Count Smaller Elements With Opposite Parity	
3908	Easy	Valid Digit Number	Math
3909	Medium	Compare Sums of Bitonic Parts	
3910	Hard	Count Connected Subgraphs with Even Node Sum	Bit Manipulation,Depth-First Search,Breadth-First Search,Union Find,Graph,Array,Enumeration
3911	Hard	K-th Smallest Remaining Even Integer in Subarray Queries	
3912	Easy	Valid Elements in an Array	Array
3913	Medium	Sort Vowels by Frequency	
3914	Medium	Minimum Operations to Make Array Non Decreasing	Greedy,Array
3915	Hard	Maximum Sum of Alternating Subsequence With Distance at Least K	Segment Tree,Array,Dynamic Programming
3916	Hard	Number of ZigZag Arrays III	Math,Dynamic Programming,Prefix Sum
3917	Easy	Count Indices With Opposite Parity	Array
3918	Medium	Sum of Primes Between Number and Its Reverse	Math,Number Theory
3919	Medium	Minimum Cost to Move Between Indices	Greedy,Array,Prefix Sum
3920	Hard	Maximize Fixed Points After Deletions	
3921	Easy	Score Validator	
3922	Medium	Minimum Flips to Make Binary String Coherent	String
3923	Medium	Minimum Generations to Target Point	Array,Hash Table,Simulation
3924	Hard	Minimum Threshold Path With Limited Heavy Edges	
3925	Easy	Concatenate Array With Reverse	Array,Simulation
